Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude
Larus atricilla,Laridae,Charadriiformes,44.1,5.1,10.2,44.8,298.4,57.3,111.8,307.4,Marine,Carnivore,Aquatic predator,Aerial,2.0,1565115.04,4.51,49.01,-82.49,28.53
Larus audouinii,Laridae,Charadriiformes,57.1,6.8,14.8,53.7,394.4,60.0,150.8,535.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,22485.41,35.0,43.23,5.5,37.53
Larus belcheri,Laridae,Charadriiformes,58.7,8.0,16.0,61.2,365.2,52.2,135.5,638.6,Marine,Carnivore,Aquatic predator,Generalist,2.0,327397.09,-30.1,-4.53,-74.51,-17.15
Larus brunnicephalus,Laridae,Charadriiformes,47.4,5.6,11.1,49.5,333.9,44.9,125.7,569.3,Wetland,Carnivore,Aquatic predator,Generalist,1.0,661092.89,31.25,41.84,79.59,36.07
Larus bulleri,Laridae,Charadriiformes,41.5,4.2,7.9,37.5,287.5,57.5,93.0,230.2,Riverine,Carnivore,Aquatic predator,Generalist,1.0,8688.09,-46.38,-36.21,172.6,-42.4
Larus cachinnans,Laridae,Charadriiformes,65.2,8.0,16.5,66.9,427.2,56.5,161.8,1111.9,Coastal,Carnivore,Omnivore,Generalist,3.0,1659661.38,39.62,51.93,53.41,46.47
Larus californicus,Laridae,Charadriiformes,55.7,7.0,14.2,57.0,377.0,58.4,140.0,683.4,Coastal,Omnivore,Omnivore,Terrestrial,2.0,1997786.84,37.92,64.01,-110.0,52.58
Larus canus,Laridae,Charadriiformes,47.8,5.5,10.1,49.4,351.0,58.6,133.8,412.5,Coastal,Carnivore,Omnivore,Terrestrial,3.0,17992527.98,29.48,71.19,40.08,60.59
Larus cirrocephalus,Laridae,Charadriiformes,47.5,5.1,10.2,49.5,319.0,55.6,124.6,374.7,Wetland,Carnivore,Aquatic predator,Aerial,1.0,6411818.5,-39.24,23.17,11.28,-17.4
Larus crassirostris,Laridae,Charadriiformes,58.7,6.5,14.5,53.4,364.2,59.1,135.4,561.0,Coastal,Carnivore,Aquatic predator,Aerial,2.0,187875.39,24.09,54.42,131.72,40.37
Larus delawarensis,Laridae,Charadriiformes,48.1,6.2,13.0,51.2,366.0,56.2,133.2,516.3,Coastal,Carnivore,Omnivore,Terrestrial,2.0,5396423.36,39.94,61.17,-101.06,50.01
Larus dominicanus,Laridae,Charadriiformes,64.7,8.6,19.2,64.7,402.0,55.6,154.2,952.4,Marine,Carnivore,Omnivore,Generalist,1.0,3780207.34,-75.76,-0.83,-22.1,-37.5
Larus fuliginosus,Laridae,Charadriiformes,48.5,6.9,13.2,51.2,341.0,54.3,139.0,380.0,Coastal,Omnivore,Omnivore,Aerial,1.0,2591.47,-1.41,0.65,-90.9,-0.57
Larus fuscus,Laridae,Charadriiformes,62.3,7.9,15.8,61.5,412.2,57.4,147.0,762.4,Coastal,Carnivore,Aquatic predator,Generalist,2.0,4200335.24,38.68,77.89,57.44,66.29
Larus genei,Laridae,Charadriiformes,52.1,5.0,9.4,49.4,300.8,56.9,110.2,281.0,Coastal,Carnivore,Aquatic predator,Generalist,2.0,1728211.09,13.0,52.64,54.12,41.71
Larus glaucescens,Laridae,Charadriiformes,69.8,9.2,19.7,65.2,411.8,53.0,166.0,1056.5,Coastal,Carnivore,Aquatic predator,Generalist,3.0,899194.26,45.49,65.31,-98.43,58.07
Larus glaucoides,Laridae,Charadriiformes,59.0,7.5,15.5,58.3,395.8,54.9,157.1,693.3,Coastal,Carnivore,Aquatic predator,Generalist,3.0,1717217.56,59.78,83.11,-80.08,72.52
Larus hartlaubii,Laridae,Charadriiformes,39.5,4.8,8.9,41.1,269.8,54.1,97.8,292.0,Coastal,Carnivore,Aquatic predator,Generalist,1.0,69935.23,-34.84,-22.83,17.14,-29.68
Larus heermanni,Laridae,Charadriiformes,56.3,6.0,12.2,51.6,336.2,55.2,133.2,500.0,Coastal,Carnivore,Aquatic predator,Aerial,1.0,842438.69,20.29,36.98,-114.16,27.49
Larus hemprichii,Laridae,Charadriiformes,55.7,6.5,12.9,50.7,340.8,58.6,122.7,451.7,Marine,Omnivore,Omnivore,Terrestrial,1.0,157820.35,-6.48,28.12,47.63,18.3
Larus hyperboreus,Laridae,Charadriiformes,76.5,11.0,22.4,71.2,463.0,51.8,188.2,1529.0,Coastal,Carnivore,Omnivore,Generalist,3.0,2430897.95,57.58,84.2,-40.85,74.66
Larus ichthyaetus,Laridae,Charadriiformes,73.0,8.9,19.5,71.5,470.8,54.7,172.8,1378.8,Coastal,Omnivore,Omnivore,Generalist,3.0,739530.35,41.47,53.6,67.41,48.59
Larus leucophthalmus,Laridae,Charadriiformes,52.5,4.9,10.2,44.5,322.2,58.5,115.6,328.9,Coastal,Carnivore,Aquatic predator,Generalist,1.0,1402.69,10.99,28.01,40.53,16.89
Larus livens,Laridae,Charadriiformes,70.4,9.8,19.2,66.8,403.5,45.7,151.0,1322.0,Marine,Carnivore,Omnivore,Generalist,2.0,73971.57,24.13,31.6,-112.63,28.5
Larus maculipennis,Laridae,Charadriiformes,41.4,4.7,8.9,43.8,291.2,55.1,108.2,339.0,Wetland,Carnivore,Omnivore,Generalist,1.0,2149631.88,-55.98,-28.77,-66.11,-40.29
Larus marinus,Laridae,Charadriiformes,79.1,10.2,23.5,74.2,478.2,52.3,185.7,1649.7,Coastal,Omnivore,Omnivore,Terrestrial,2.0,1075355.21,27.94,79.87,-19.59,60.23
Larus melanocephalus,Laridae,Charadriiformes,42.2,5.4,11.2,48.3,302.4,57.1,113.2,256.0,Coastal,Carnivore,Omnivore,Generalist,2.0,250526.34,35.17,56.28,26.2,45.17
Larus michahellis,Laridae,Charadriiformes,67.6,8.6,18.2,66.0,422.8,54.6,163.0,1111.9,Coastal,Carnivore,Aquatic predator,Generalist,2.0,858974.47,23.53,51.69,5.14,39.06
Larus modestus,Laridae,Charadriiformes,50.7,5.1,10.4,46.8,318.0,55.5,116.8,344.0,Marine,Carnivore,Aquatic predator,Generalist,2.0,83704.77,-26.92,-18.63,-69.87,-22.95
Larus novaehollandiae,Laridae,Charadriiformes,39.6,5.3,10.2,44.3,277.3,53.0,107.6,269.0,Coastal,Carnivore,Omnivore,Generalist,1.0,4107593.11,-53.62,-9.91,146.36,-32.83
Larus occidentalis,Laridae,Charadriiformes,64.8,8.5,18.3,64.2,397.5,51.0,145.2,922.8,Marine,Carnivore,Omnivore,Generalist,2.0,91633.8,27.01,46.73,-120.02,35.71
Larus pacificus,Laridae,Charadriiformes,67.6,10.3,29.7,71.2,444.2,54.4,177.2,1292.0,Coastal,Carnivore,Aquatic predator,Generalist,2.0,392125.03,-43.64,-21.62,134.28,-35.11
Larus philadelphia,Laridae,Charadriiformes,35.0,3.6,6.6,32.3,259.4,59.0,95.6,210.7,Wetland,Carnivore,Omnivore,Aerial,2.0,4415568.74,47.93,68.6,-118.98,58.97
Larus pipixcan,Laridae,Charadriiformes,39.8,4.6,8.6,39.9,279.4,55.6,95.2,280.0,Coastal,Omnivore,Omnivore,Generalist,3.0,1433191.74,39.05,59.36,-107.25,52.2
Larus relictus,Laridae,Charadriiformes,47.5,6.4,11.2,54.7,335.2,48.9,128.8,490.2,Wetland,Carnivore,Aquatic predator,Aerial,3.0,1411880.5,40.08,50.69,99.19,47.08
Larus ridibundus,Laridae,Charadriiformes,43.4,4.0,7.9,41.4,291.2,58.6,109.8,284.0,Wetland,Carnivore,Aquatic predator,Generalist,2.0,17767358.5,36.49,71.19,75.03,55.04
Larus schistisagus,Laridae,Charadriiformes,68.1,9.2,19.6,68.2,435.0,53.1,171.5,1323.0,Coastal,Carnivore,Omnivore,Generalist,2.0,1114985.14,40.6,66.86,145.75,53.48
Larus scoresbii,Laridae,Charadriiformes,43.9,7.7,15.6,46.5,323.0,52.5,128.6,523.5,Marine,Omnivore,Omnivore,Terrestrial,2.0,472286.97,-56.62,-41.27,-69.5,-51.22
Larus serranus,Laridae,Charadriiformes,41.9,5.3,9.7,52.9,352.8,53.0,140.0,478.0,Wetland,Carnivore,Aquatic predator,Generalist,1.0,984576.34,-40.66,0.45,-70.26,-20.26
Larus smithsonianus,Laridae,Charadriiformes,69.3,8.9,18.3,64.4,429.5,56.1,166.0,1091.0,Coastal,Carnivore,Aquatic predator,Generalist,2.0,12348737.52,34.39,77.08,-14.5,60.25
Onychoprion aleuticus,Laridae,Charadriiformes,37.3,4.1,6.5,17.3,262.2,69.3,152.4,120.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,1225260.49,45.64,65.4,-13.03,55.49
Onychoprion anaethetus,Laridae,Charadriiformes,45.5,5.4,7.9,20.6,273.6,67.2,182.8,119.4,Marine,Carnivore,Aquatic predator,Aerial,2.0,5130540.82,-32.93,30.31,91.99,-1.01
Onychoprion fuscatus,Laridae,Charadriiformes,47.9,5.4,8.1,21.0,280.7,67.5,152.1,185.7,Marine,Carnivore,Aquatic predator,Aerial,2.0,180205.31,-38.74,33.06,115.01,6.81
Onychoprion lunatus,Laridae,Charadriiformes,45.3,5.2,7.6,18.9,261.2,68.6,157.6,120.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,37443.38,-23.19,23.06,6.22,0.69
Pagophila eburnea,Laridae,Charadriiformes,45.1,6.6,11.6,38.7,333.4,61.0,137.0,550.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,17367390.8,50.73,84.11,-22.41,74.49
Phaetusa simplex,Laridae,Charadriiformes,72.1,8.7,14.5,24.6,291.6,56.6,106.6,235.0,Riverine,Carnivore,Aquatic predator,Aerial,2.0,13310337.49,-35.49,12.63,-57.29,-10.67
Rhodostethia rosea,Laridae,Charadriiformes,25.8,3.6,5.9,29.8,251.2,60.1,107.4,187.0,Coastal,Carnivore,Aquatic predator,Aerial,2.0,1043162.18,58.33,83.52,52.59,73.42
Rissa brevirostris,Laridae,Charadriiformes,38.2,5.2,10.8,30.0,299.8,62.2,112.8,377.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,192125.06,51.77,61.8,-43.45,55.95
Rissa tridactyla,Laridae,Charadriiformes,44.5,5.3,10.8,33.9,301.0,59.4,116.0,416.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,2307068.48,43.09,81.83,-52.28,59.56
Rynchops albicollis,Laridae,Charadriiformes,84.9,6.3,21.9,26.0,371.8,69.3,108.5,164.0,Riverine,Carnivore,Aquatic predator,Aerial,2.0,1179458.68,11.02,35.17,80.03,26.11
Rynchops flavirostris,Laridae,Charadriiformes,83.7,6.1,20.8,27.6,332.0,65.2,109.5,164.0,Wetland,Carnivore,Aquatic predator,Aerial,2.0,9718531.11,-26.54,24.44,22.6,-3.11
Rynchops niger,Laridae,Charadriiformes,83.7,7.4,25.1,32.3,365.7,67.4,130.5,297.7,Riverine,Carnivore,Aquatic predator,Aerial,2.0,13769340.5,-39.39,42.32,-57.95,-10.31
Saundersilarus saundersi,Laridae,Charadriiformes,33.3,4.4,9.3,38.9,274.2,60.9,95.6,198.0,Coastal,Carnivore,Aquatic predator,Generalist,3.0,50186.16,32.3,41.35,121.7,37.67
Sterna acuticauda,Laridae,Charadriiformes,40.7,4.2,6.8,14.1,223.8,67.4,145.5,153.0,Riverine,Carnivore,Aquatic predator,Aerial,2.0,2474259.32,8.07,32.44,79.59,21.61
Sterna aurantia,Laridae,Charadriiformes,43.5,5.6,10.4,20.3,262.2,63.0,168.2,209.0,Riverine,Carnivore,Aquatic predator,Aerial,2.0,5428999.73,8.07,35.62,85.35,22.13
Sterna dougallii,Laridae,Charadriiformes,45.3,3.6,7.0,19.7,223.8,69.1,165.8,112.0,Marine,Carnivore,Aquatic predator,Aerial,3.0,7673719.23,-34.84,56.65,57.82,4.43
Sterna forsteri,Laridae,Charadriiformes,45.3,4.9,8.8,24.3,252.6,68.7,131.4,149.0,Wetland,Carnivore,Aquatic predator,Aerial,3.0,1801878.95,25.88,55.17,-104.5,46.22
Sterna hirundinacea,Laridae,Charadriiformes,49.9,4.4,8.7,21.5,296.6,68.4,171.6,188.0,Marine,Carnivore,Aquatic predator,Aerial,3.0,1375360.34,-56.59,-15.19,-64.88,-41.04
Sterna hirundo,Laridae,Charadriiformes,44.5,3.8,7.0,19.5,253.3,67.3,129.8,129.2,Marine,Carnivore,Aquatic predator,Aerial,3.0,30248469.5,4.3,71.19,63.44,50.38
Sterna paradisaea,Laridae,Charadriiformes,37.8,3.8,7.0,16.1,262.7,69.1,179.6,110.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,10398468.44,41.24,83.11,-35.32,67.21
Sterna repressa,Laridae,Charadriiformes,40.6,3.8,6.4,18.2,241.4,69.0,136.0,90.0,Coastal,Carnivore,Aquatic predator,Aerial,2.0,797048.79,-2.4,30.65,45.26,18.35
Sterna striata,Laridae,Charadriiformes,51.3,4.1,7.7,20.9,273.8,69.0,170.0,129.0,Coastal,Carnivore,Aquatic predator,Aerial,2.0,83485.48,-47.29,-34.39,169.31,-40.54
Sterna sumatrana,Laridae,Charadriiformes,39.1,3.5,6.0,18.5,215.5,65.9,120.5,106.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,10103250.1,-28.0,30.11,93.2,-2.63
Sterna trudeaui,Laridae,Charadriiformes,47.8,5.0,8.4,24.0,256.2,70.1,132.6,153.0,Wetland,Carnivore,Aquatic predator,Aerial,2.0,539946.35,-43.6,-22.55,-60.3,-34.16
Sterna virgata,Laridae,Charadriiformes,33.1,3.9,6.5,17.6,249.8,68.8,124.4,126.0,Marine,Carnivore,Aquatic predator,Aerial,2.0,7757.79,-49.74,-45.97,67.44,-49.08
Sterna vittata,Laridae,Charadriiformes,38.9,4.2,7.4,17.7,260.0,68.0,133.2,139.0,Marine,Carnivore,Aquatic predator,Aerial,3.0,2102848.54,-67.31,-35.61,24.31,-53.86
Sternula albifrons,Laridae,Charadriiformes,33.5,3.2,5.8,15.4,169.6,69.8,80.0,57.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,11965931.09,-43.03,66.08,68.18,40.45
Sternula antillarum,Laridae,Charadriiformes,29.5,3.1,5.6,14.6,165.1,69.1,77.8,45.9,Marine,Carnivore,Aquatic predator,Aerial,3.0,1340830.63,10.86,48.16,-91.26,29.11
Sternula balaenarum,Laridae,Charadriiformes,32.7,3.1,5.5,13.7,169.4,69.6,67.0,60.0,Coastal,Carnivore,Aquatic predator,Aerial,2.0,404545.26,-35.24,-16.2,17.13,-27.73
Sternula lorata,Laridae,Charadriiformes,34.7,2.9,5.1,13.7,173.5,68.4,73.8,53.8,Coastal,Carnivore,Aquatic predator,Aerial,2.0,21.27,-22.95,-7.41,-73.89,-17.29
Sternula nereis,Laridae,Charadriiformes,35.3,3.5,6.5,15.1,178.2,70.0,80.6,72.3,Coastal,Carnivore,Aquatic predator,Aerial,2.0,250434.51,-43.25,-19.38,152.78,-30.98
Sternula saundersi,Laridae,Charadriiformes,31.1,3.1,5.5,15.3,168.0,71.7,68.2,42.5,Coastal,Carnivore,Aquatic predator,Aerial,2.0,257886.15,-0.89,28.91,61.46,11.03
Sternula superciliaris,Laridae,Charadriiformes,38.0,4.3,6.6,16.0,169.0,64.7,61.7,46.4,Riverine,Carnivore,Aquatic predator,Aerial,1.0,11385573.19,-35.39,11.17,-58.14,-9.36
Thalasseus bengalensis,Laridae,Charadriiformes,58.5,5.8,9.8,24.5,293.2,69.4,134.4,209.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,1690030.71,-27.96,33.32,93.92,4.08
Thalasseus bergii,Laridae,Charadriiformes,68.6,7.1,12.7,30.0,357.8,69.9,172.4,328.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,47808630.76,-44.6,30.73,77.11,-10.25
Thalasseus bernsteini,Laridae,Charadriiformes,59.9,7.1,11.7,29.8,319.1,67.0,160.7,284.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,57.88,23.62,35.24,123.34,31.3
Thalasseus elegans,Laridae,Charadriiformes,64.4,5.8,10.3,28.2,296.6,66.6,126.6,260.0,Coastal,Carnivore,Aquatic predator,Aerial,3.0,1309.31,24.14,33.83,-116.3,31.85
Thalasseus maximus,Laridae,Charadriiformes,73.7,8.4,14.9,32.8,363.7,61.4,155.1,415.3,Marine,Carnivore,Aquatic predator,Aerial,3.0,3285888.83,-45.33,41.98,-60.22,13.04
Thalasseus sandvicensis,Laridae,Charadriiformes,60.5,5.5,9.7,25.5,288.5,69.3,129.0,199.8,Marine,Carnivore,Aquatic predator,Aerial,3.0,2802142.59,-45.89,59.39,-49.1,3.05
Xema sabini,Laridae,Charadriiformes,32.1,4.4,7.7,33.3,265.0,59.4,114.4,198.0,Marine,Carnivore,Aquatic predator,Generalist,2.0,563350.81,62.96,81.85,80.64,72.31
Pedionomus torquatus,Pedionomidae,Charadriiformes,16.2,3.4,3.9,24.4,89.0,30.6,26.8,62.5,Grassland,Omnivore,Omnivore,Terrestrial,1.0,32628.67,-36.43,-23.21,142.77,-29.41
Pluvianellus socialis,Pluvianellidae,Charadriiformes,17.3,3.0,3.4,19.8,135.7,51.9,58.4,84.1,Coastal,Carnivore,Aquatic predator,Terrestrial,2.0,109554.85,-54.55,-46.91,-70.63,-51.29
Pluvianus aegyptius,Pluvianidae,Charadriiformes,22.8,4.7,5.8,34.4,129.9,39.2,58.0,82.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,5977374.57,-7.61,18.3,13.69,8.6
Cladorhynchus leucocephalus,Recurvirostridae,Charadriiformes,72.2,4.4,4.0,82.8,196.4,52.0,77.4,216.0,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,96302.92,-33.79,-22.06,122.25,-28.99
Himantopus himantopus,Recurvirostridae,Charadriiformes,65.7,4.5,4.7,110.8,223.8,52.2,74.0,176.8,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,56867877.55,-47.29,59.43,38.95,16.52
Himantopus novaezelandiae,Recurvirostridae,Charadriiformes,72.4,4.5,4.9,89.3,241.8,51.6,78.2,195.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,2833.21,-44.48,-43.72,170.11,-44.18
Recurvirostra americana,Recurvirostridae,Charadriiformes,91.2,6.6,5.2,92.0,218.2,47.8,81.8,304.5,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,2524844.1,19.05,54.42,-107.39,42.31
Recurvirostra andina,Recurvirostridae,Charadriiformes,79.0,5.8,4.4,85.2,238.8,38.1,91.2,361.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,708582.58,-29.32,-10.68,-68.82,-20.06
Recurvirostra avosetta,Recurvirostridae,Charadriiformes,83.7,6.4,4.7,86.9,217.9,49.7,79.4,304.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,17136961.53,-34.84,59.14,62.92,25.97
Recurvirostra novaehollandiae,Recurvirostridae,Charadriiformes,93.5,6.3,4.5,89.4,225.0,50.8,80.2,325.0,Wetland,Carnivore,Aquatic predator,Terrestrial,2.0,307841.69,-37.25,-13.62,137.7,-32.45
Nycticryphes semicollaris,Rostratulidae,Charadriiformes,42.7,3.6,5.5,33.5,102.9,31.4,46.4,76.6,Wetland,Omnivore,Aquatic predator,Terrestrial,2.0,2533948.28,-44.05,-21.58,-61.65,-32.39
Rostratula australis,Rostratulidae,Charadriiformes,48.1,3.9,6.3,40.0,139.0,31.6,49.1,121.0,Wetland,Omnivore,Aquatic predator,Terrestrial,2.0,1391159.82,-39.14,-16.5,145.81,-31.35
Rostratula benghalensis,Rostratulidae,Charadriiformes,52.0,4.3,6.7,44.4,127.6,31.6,42.0,121.0,Wetland,Omnivore,Aquatic predator,Terrestrial,2.0,24950994.82,-34.84,42.15,53.66,6.53
Actitis hypoleucos,Scolopacidae,Charadriiformes,30.1,3.1,4.0,22.4,109.9,48.0,57.4,48.0,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,25847437.41,29.79,71.19,79.82,55.26
Actitis macularius,Scolopacidae,Charadriiformes,25.7,2.7,3.3,24.2,100.4,47.5,53.0,40.4,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,13627000.39,32.24,69.69,-107.73,52.38
Arenaria interpres,Scolopacidae,Charadriiformes,25.4,3.9,5.5,25.5,148.8,55.6,61.0,136.0,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,2619753.6,55.99,83.11,-51.71,72.47
Arenaria melanocephala,Scolopacidae,Charadriiformes,25.4,3.8,5.0,25.8,142.0,51.1,61.2,126.2,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,83412.69,54.51,68.88,-163.14,62.9
Bartramia longicauda,Scolopacidae,Charadriiformes,32.9,3.4,3.8,48.7,159.0,52.9,79.4,158.9,Grassland,Carnivore,Invertivore,Terrestrial,3.0,3282893.45,35.81,69.33,-105.81,49.36
Calidris acuminata,Scolopacidae,Charadriiformes,27.4,2.8,3.9,28.7,128.8,54.5,53.4,66.1,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,348177.87,67.56,73.93,144.88,70.74
Calidris alba,Scolopacidae,Charadriiformes,30.0,3.4,4.2,23.1,119.6,52.3,50.2,51.7,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,1344741.13,63.1,83.11,-43.49,75.56
Calidris alpina,Scolopacidae,Charadriiformes,36.9,2.9,4.3,24.7,115.1,53.4,48.6,51.9,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,4754236.34,48.72,79.36,43.99,68.24
Calidris bairdii,Scolopacidae,Charadriiformes,25.5,2.7,3.9,22.0,121.8,55.2,50.0,41.0,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,2767245.54,60.9,83.11,-108.4,70.82
Calidris canutus,Scolopacidae,Charadriiformes,37.5,4.1,5.7,29.9,164.4,57.9,60.4,141.9,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,1604194.57,55.99,83.63,-24.11,75.23
Calidris falcinellus,Scolopacidae,Charadriiformes,32.8,3.7,4.4,21.1,99.2,53.9,36.6,37.1,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,1005823.74,60.54,74.78,64.63,68.14
Calidris ferruginea,Scolopacidae,Charadriiformes,38.5,3.2,4.3,29.1,129.0,54.9,48.6,58.1,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,1198699.06,68.08,78.34,111.38,72.28
Calidris fuscicollis,Scolopacidae,Charadriiformes,26.5,2.9,4.0,23.6,118.4,54.0,47.8,43.0,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,1363375.36,61.31,77.76,-99.08,70.14
Calidris himantopus,Scolopacidae,Charadriiformes,43.0,2.8,4.8,40.0,126.8,52.2,49.6,57.2,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,399381.42,53.71,71.39,-119.08,67.4
Calidris maritima,Scolopacidae,Charadriiformes,33.3,3.7,4.9,21.9,121.0,50.5,55.4,65.1,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,2008818.99,58.68,81.86,-6.75,70.81
Calidris mauri,Scolopacidae,Charadriiformes,21.0,2.3,3.5,21.0,92.2,49.0,38.4,27.8,Shrubland,Carnivore,Aquatic predator,Terrestrial,3.0,310485.3,56.9,71.39,-162.32,64.59
Calidris melanotos,Scolopacidae,Charadriiformes,32.1,3.4,4.8,26.0,125.2,53.4,54.4,79.7,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,2362488.1,54.21,76.85,-13.6,69.87
Calidris minuta,Scolopacidae,Charadriiformes,20.4,2.5,3.3,21.5,93.2,50.6,35.6,21.1,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,1734619.92,63.36,78.34,95.22,71.29
Calidris minutilla,Scolopacidae,Charadriiformes,20.3,2.4,3.2,18.4,86.4,37.7,39.2,22.9,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,4973788.94,43.39,71.39,-119.05,62.1
Calidris ptilocnemis,Scolopacidae,Charadriiformes,34.3,4.0,5.2,23.7,130.5,49.8,58.8,81.3,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,320856.4,48.72,67.09,-53.33,61.58
Calidris pugnax,Scolopacidae,Charadriiformes,37.6,3.8,5.1,42.9,163.7,51.0,60.0,131.7,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,8562266.88,47.67,75.23,75.55,64.07
Calidris pusilla,Scolopacidae,Charadriiformes,22.2,2.6,4.2,20.7,92.7,54.2,39.7,27.5,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,2634809.84,52.36,72.96,-105.16,65.26
Calidris pygmaea,Scolopacidae,Charadriiformes,22.9,4.0,3.5,22.5,99.4,54.4,37.2,31.7,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,54414.21,59.78,67.41,58.08,63.52
Calidris ruficollis,Scolopacidae,Charadriiformes,19.0,2.4,3.3,18.8,99.5,54.5,43.5,26.8,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,971179.99,59.93,77.47,115.73,68.66
Calidris subminuta,Scolopacidae,Charadriiformes,20.1,2.5,3.4,21.5,88.2,49.4,35.8,30.2,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,316107.68,47.14,69.0,118.94,59.65
Calidris subruficollis,Scolopacidae,Charadriiformes,22.6,2.8,3.6,29.2,128.4,54.7,55.3,62.1,Grassland,Carnivore,Omnivore,Terrestrial,3.0,642423.52,67.27,76.09,-96.44,71.18
Calidris temminckii,Scolopacidae,Charadriiformes,19.0,2.3,3.1,17.8,96.7,50.0,46.2,23.0,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,3436316.19,60.05,76.22,92.64,69.29
Calidris tenuirostris,Scolopacidae,Charadriiformes,45.0,4.5,6.2,34.4,175.6,57.3,63.8,192.0,Grassland,Carnivore,Aquatic predator,Terrestrial,3.0,1486107.22,59.78,70.13,135.1,64.67
Calidris virgata,Scolopacidae,Charadriiformes,29.0,4.2,5.6,30.9,173.0,54.5,63.0,201.0,Coastal,Carnivore,Aquatic predator,Terrestrial,3.0,662683.31,56.76,68.34,-147.89,63.62
Coenocorypha aucklandica,Scolopacidae,Charadriiformes,60.3,5.3,7.9,24.4,99.8,33.1,34.5,108.2,Grassland,Carnivore,Invertivore,Terrestrial,1.0,684.19,-52.61,-49.63,167.02,-51.01
Coenocorypha huegeli,Scolopacidae,Charadriiformes,57.8,5.8,8.1,22.1,101.8,30.4,38.4,104.0,Grassland,Carnivore,Invertivore,Terrestrial,1.0,2.59,-48.02,-48.0,166.56,-48.01
Coenocorypha pusilla,Scolopacidae,Charadriiformes,45.2,4.9,7.1,21.6,98.4,31.0,32.8,80.5,Forest,Carnivore,Invertivore,Terrestrial,1.0,4.67,-44.36,-44.22,-176.22,-44.3
Gallinago andina,Scolopacidae,Charadriiformes,57.3,3.7,5.5,27.3,113.0,39.9,49.0,109.4,Wetland,Carnivore,Aquatic predator,Terrestrial,1.0,777835.47,-26.74,-4.32,-69.8,-17.52
Gallinago delicata,Scolopacidae,Charadriiformes,66.9,4.6,6.6,29.4,128.4,46.5,55.0,112.9,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,11985774.53,36.27,71.39,-111.33,54.89
Gallinago gallinago,Scolopacidae,Charadriiformes,69.7,4.6,6.0,30.0,127.9,44.3,54.0,112.9,Wetland,Carnivore,Aquatic predator,Terrestrial,3.0,20105909.91,32.64,72.67,83.74,59.33
Gallinago hardwickii,Scolopacidae,Charadriiformes,73.1,5.0,7.7,34.9,151.0,48.4,60.8,151.3,Human Modified,Carnivore,Aquatic predator,Terrestrial,3.0,251911.82,32.37,49.5,140.23,40.2
