Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude,bio_1,bio_4,bio_5,bio_6,bio_12
Buteogallus gundlachii,Accipitridae,Accipitriformes,39.6,12.3,17.3,85.2,348.1,32.4,190.0,975.1,Woodland,Carnivore,Omnivore,Insessorial,1.0,14641.79,19.83,23.28,-80.11,21.78,25.537382125854492,190.74574279785156,32.31971740722656,17.842252731323242,1246.0
Buteogallus lacernulatus,Accipitridae,Accipitriformes,34.8,11.7,15.5,77.2,293.8,29.6,157.0,312.0,Forest,Carnivore,Vertivore,Insessorial,1.0,139998.95,-27.15,-5.72,-41.19,-17.46,23.319334030151367,188.87954711914062,31.36549949645996,13.94124984741211,971.0
Buteogallus meridionalis,Accipitridae,Accipitriformes,36.0,11.6,18.1,93.4,416.4,31.1,217.4,808.0,Grassland,Carnivore,Vertivore,Insessorial,1.0,10432463.33,-44.24,12.46,-55.31,-12.06,24.777978897094727,70.67808532714844,33.79375076293945,14.31974983215332,1853.0
Buteogallus schistaceus,Accipitridae,Accipitriformes,35.5,12.6,18.1,75.7,272.0,25.5,173.2,1000.0,Forest,Carnivore,Vertivore,Insessorial,1.0,3642728.14,-17.91,4.95,-66.17,-5.46,26.207500457763672,33.27526092529297,32.013248443603516,20.504749298095703,2617.0
Buteogallus urubitinga,Accipitridae,Accipitriformes,46.0,14.6,21.9,118.4,399.7,22.0,255.6,1152.9,Woodland,Carnivore,Vertivore,Insessorial,1.0,13126253.65,-35.14,28.11,-61.52,-7.52,26.015249252319336,35.08122253417969,33.24850082397461,18.868749618530273,2449.0
Chelictinia riocourii,Accipitridae,Accipitriformes,17.7,8.6,9.1,28.2,240.2,55.7,192.0,110.0,Shrubland,Carnivore,Invertivore,Aerial,1.0,5425285.72,-0.08,19.65,10.53,14.35,27.33537483215332,370.5891418457031,39.96125030517578,13.555500030517578,193.0
Chondrohierax uncinatus,Accipitridae,Accipitriformes,36.2,12.4,18.4,33.6,285.3,21.0,197.6,286.1,Forest,Carnivore,Invertivore,Insessorial,2.0,9787616.08,-27.24,26.3,-64.2,-2.71,26.559885025024414,24.15193748474121,31.739749908447266,21.701000213623047,2907.0
Chondrohierax wilsonii,Accipitridae,Accipitriformes,38.4,11.8,20.6,23.0,244.0,26.0,185.0,286.1,Forest,Carnivore,Invertivore,Insessorial,2.0,3890.11,20.18,20.75,-74.96,20.47,21.9837703704834,164.02810668945312,27.652250289916992,15.533249855041504,1740.0
Circaetus beaudouini,Accipitridae,Accipitriformes,45.6,15.1,22.7,79.3,501.8,43.5,259.6,1500.0,Woodland,Carnivore,Vertivore,Insessorial,1.0,3453409.14,5.44,20.86,6.2,11.2,26.109146118164062,220.59873962402344,36.72275161743164,14.882999420166016,1002.0
Circaetus cinerascens,Accipitridae,Accipitriformes,42.2,13.5,21.7,68.1,379.5,30.4,220.5,1126.0,Forest,Carnivore,Vertivore,Insessorial,1.0,5762003.0,-21.4,16.0,18.67,-0.6,25.108240127563477,59.21797561645508,31.030750274658203,19.697500228881836,1923.0
Circaetus cinereus,Accipitridae,Accipitriformes,54.7,15.8,28.6,94.3,517.8,42.9,254.0,2048.0,Shrubland,Carnivore,Vertivore,Insessorial,1.0,11541044.04,-30.93,18.54,22.83,-3.63,24.164709091186523,42.7492790222168,29.916000366210938,18.39875030517578,1678.0
Circaetus fasciolatus,Accipitridae,Accipitriformes,39.8,13.9,23.0,71.7,362.2,28.0,227.0,1013.6,Woodland,Carnivore,Vertivore,Insessorial,1.0,734455.97,-29.24,1.34,37.83,-10.35,23.694395065307617,153.7526092529297,30.386249542236328,15.951499938964844,968.0
Circaetus gallicus,Accipitridae,Accipitriformes,47.0,15.5,24.6,90.9,537.0,40.5,280.4,1699.1,Woodland,Carnivore,Vertivore,Aerial,3.0,12695589.93,-10.94,60.6,51.26,40.79,14.006500244140625,764.73388671875,28.217750549316406,2.1882500648498535,185.0
Circaetus pectoralis,Accipitridae,Accipitriformes,46.7,14.6,23.1,83.8,527.8,43.0,259.4,1500.0,Woodland,Carnivore,Vertivore,Generalist,1.0,9328714.6,-31.71,15.86,28.83,-10.32,21.865312576293945,189.5532989501953,31.105249404907227,10.635499954223633,1222.0
Circus aeruginosus,Accipitridae,Accipitriformes,37.3,11.9,16.2,79.3,405.7,45.6,233.9,704.1,Wetland,Carnivore,Vertivore,Aerial,2.0,13390803.81,29.17,66.56,51.14,50.03,7.242687225341797,1323.4742431640625,31.718000411987305,-14.895999908447266,249.0
Circus approximans,Accipitridae,Accipitriformes,39.5,11.9,16.4,89.3,406.9,44.7,233.2,746.2,Wetland,Carnivore,Vertivore,Aerial,2.0,2033024.84,-47.28,-13.07,146.38,-33.9,17.293167114257812,615.667236328125,33.33650207519531,2.8394999504089355,448.0
Circus assimilis,Accipitridae,Accipitriformes,36.1,11.2,16.2,95.2,421.6,45.0,271.1,558.6,Grassland,Carnivore,Vertivore,Aerial,2.0,7817547.59,-39.14,1.76,134.02,-25.0,21.781156539916992,646.302001953125,37.62474822998047,4.63824987411499,232.0
Circus buffoni,Accipitridae,Accipitriformes,41.4,12.7,16.6,85.3,436.0,48.2,265.0,507.4,Grassland,Carnivore,Vertivore,Aerial,2.0,4327364.53,-41.17,10.7,-55.29,-22.38,22.03657341003418,277.0843200683594,30.642000198364258,10.95425033569336,1513.0
Circus cinereus,Accipitridae,Accipitriformes,29.8,9.3,12.9,67.5,344.5,44.3,240.4,399.7,Grassland,Carnivore,Vertivore,Aerial,2.0,2424495.35,-55.98,6.79,-69.21,-36.62,8.048760414123535,541.6605834960938,24.42099952697754,-5.49875020980835,328.0
Circus cyaneus,Accipitridae,Accipitriformes,30.1,9.7,13.0,72.1,352.4,44.7,131.7,393.0,Grassland,Carnivore,Vertivore,Aerial,3.0,17331412.86,37.61,73.38,84.36,58.07,-0.7392500042915344,1371.55322265625,23.80324935913086,-23.463748931884766,511.0
Circus hudsonius,Accipitridae,Accipitriformes,31.1,10.1,13.2,82.0,360.9,44.6,212.9,393.0,Grassland,Carnivore,Vertivore,Aerial,3.0,12347245.55,30.02,69.8,-111.67,52.86,2.426395893096924,1144.14990234375,22.413999557495117,-19.193500518798828,391.0
Circus macrosceles,Accipitridae,Accipitriformes,37.4,11.6,16.1,92.2,420.9,47.8,242.7,663.6,Grassland,Carnivore,Vertivore,Aerial,1.0,412352.02,-24.47,-11.36,46.18,-19.14,23.025249481201172,186.45274353027344,31.30525016784668,11.916749954223633,1447.0
Circus macrourus,Accipitridae,Accipitriformes,29.5,9.7,12.7,68.0,351.2,52.4,226.6,384.4,Grassland,Carnivore,Vertivore,Aerial,3.0,6168290.72,41.23,58.45,62.85,51.02,2.9907500743865967,1464.817138671875,28.607749938964844,-20.941749572753906,256.0
Circus maillardi,Accipitridae,Accipitriformes,37.4,11.1,16.6,83.5,353.2,40.2,229.0,663.6,Forest,Carnivore,Vertivore,Aerial,1.0,1488.84,-21.36,-20.88,55.53,-21.1,16.97825050354004,243.41937255859375,23.32925033569336,11.041000366210938,1722.0
Circus maurus,Accipitridae,Accipitriformes,31.7,10.6,13.5,71.9,352.4,42.6,249.2,509.0,Shrubland,Carnivore,Vertivore,Aerial,1.0,597211.38,-34.84,-18.52,22.27,-30.91,15.851937294006348,565.2996826171875,31.441749572753906,-0.3297500014305115,232.0
Circus melanoleucos,Accipitridae,Accipitriformes,29.9,9.4,13.1,72.5,352.6,50.5,214.0,336.3,Grassland,Carnivore,Vertivore,Aerial,3.0,1811211.65,25.99,54.28,122.04,49.1,-1.6191251277923584,1437.942138671875,23.00374984741211,-27.445249557495117,497.0
Circus pygargus,Accipitridae,Accipitriformes,26.1,8.6,11.2,62.0,362.3,52.0,224.8,310.8,Grassland,Carnivore,Vertivore,Aerial,3.0,6837154.32,30.56,60.25,45.8,49.91,7.161323070526123,1232.8394775390625,29.262250900268555,-12.325750350952148,362.0
Circus ranivorus,Accipitridae,Accipitriformes,35.4,11.1,14.1,84.5,363.2,44.0,226.8,507.0,Wetland,Carnivore,Vertivore,Aerial,1.0,4426338.22,-34.84,5.39,29.56,-14.6,22.371135711669922,321.6075134277344,34.13475036621094,9.845749855041504,888.0
Circus spilonotus,Accipitridae,Accipitriformes,38.3,12.1,15.9,86.3,407.2,47.7,241.2,558.8,Wetland,Carnivore,Vertivore,Aerial,3.0,5723030.46,39.66,64.43,121.45,52.88,-4.607521057128906,1726.1461181640625,24.45050048828125,-36.68450164794922,443.0
Circus spilothorax,Accipitridae,Accipitriformes,35.3,11.9,14.4,89.1,377.4,35.4,215.6,558.8,Wetland,Carnivore,Vertivore,Aerial,3.0,76450.96,-10.15,-3.93,144.56,-7.05,23.926603317260742,91.68667602539062,30.90799903869629,17.868249893188477,4237.0
Clanga clanga,Accipitridae,Accipitriformes,50.2,15.6,23.2,96.8,510.6,37.9,261.4,2154.3,Wetland,Carnivore,Vertivore,Generalist,3.0,8980278.98,38.72,65.94,73.97,55.15,1.2741144895553589,1380.7386474609375,25.39824867248535,-21.728750228881836,373.0
Clanga hastata,Accipitridae,Accipitriformes,44.4,14.0,18.9,90.2,456.5,42.0,208.5,1359.4,Woodland,Carnivore,Vertivore,Generalist,2.0,2409106.07,8.07,32.46,81.1,21.43,26.687292098999023,484.4772033691406,42.958499908447266,11.977999687194824,1162.0
Clanga pomarina,Accipitridae,Accipitriformes,47.3,13.4,19.5,91.6,459.3,40.6,213.0,1359.4,Forest,Carnivore,Vertivore,Generalist,3.0,2013351.79,35.81,60.04,26.85,49.67,7.185281276702881,854.6161499023438,23.058000564575195,-7.0304999351501465,661.0
Dryotriorchis spectabilis,Accipitridae,Accipitriformes,36.5,13.0,21.3,65.8,290.5,26.5,240.2,697.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2884763.0,-9.83,8.88,15.98,2.03,24.840749740600586,63.83047866821289,31.282499313354492,19.260250091552734,1609.0
Elanoides forficatus,Accipitridae,Accipitriformes,29.4,10.2,12.3,33.5,412.8,46.9,279.2,416.2,Forest,Carnivore,Invertivore,Generalist,3.0,13295665.49,-36.81,47.17,-60.19,-5.62,27.049999237060547,36.02194595336914,32.979251861572266,21.41575050354004,2449.0
Elanus axillaris,Accipitridae,Accipitriformes,25.3,9.0,11.4,38.8,288.4,53.1,136.8,270.1,Grassland,Carnivore,Vertivore,Aerial,2.0,7649038.18,-43.06,-10.69,134.44,-25.69,21.765541076660156,647.1749267578125,37.36825180053711,5.502749919891357,199.0
Elanus caeruleus,Accipitridae,Accipitriformes,30.9,9.2,11.3,32.1,286.3,45.2,127.7,259.8,Grassland,Carnivore,Vertivore,Aerial,2.0,26685941.8,-34.84,46.65,41.21,3.69,27.23585319519043,113.19131469726562,35.91299819946289,20.659500122070312,267.0
Elanus leucurus,Accipitridae,Accipitriformes,25.3,8.8,10.9,31.8,294.0,41.5,170.3,346.0,Human Modified,Carnivore,Vertivore,Aerial,2.0,12522294.39,-43.45,46.27,-64.01,-8.72,25.841625213623047,47.108497619628906,33.18375015258789,17.993249893188477,2183.0
Elanus scriptus,Accipitridae,Accipitriformes,26.2,11.8,12.0,38.3,302.2,49.2,139.8,316.0,Grassland,Carnivore,Vertivore,Aerial,2.0,727463.72,-30.46,-12.04,139.41,-22.87,24.521604537963867,603.412353515625,38.53424835205078,7.5057501792907715,282.0
Erythrotriorchis buergersi,Accipitridae,Accipitriformes,33.7,12.8,18.2,75.2,310.7,34.0,238.7,575.0,Forest,Carnivore,Vertivore,Generalist,1.0,152406.32,-10.48,-2.39,142.42,-5.51,13.597823143005371,37.148685455322266,19.142000198364258,7.9710001945495605,3741.0
Erythrotriorchis radiatus,Accipitridae,Accipitriformes,34.8,11.9,17.4,74.5,387.2,41.8,250.0,887.4,Forest,Carnivore,Vertivore,Aerial,1.0,1074830.71,-29.57,-11.12,138.86,-17.74,26.9316463470459,363.9062194824219,37.06399917602539,13.67549991607666,770.0
Eutriorchis astur,Accipitridae,Accipitriformes,40.3,11.6,19.5,84.0,318.5,23.3,287.5,700.0,Forest,Carnivore,Vertivore,Insessorial,1.0,34460.57,-21.4,-13.61,49.12,-16.44,20.867427825927734,241.57142639160156,28.559499740600586,12.673250198364258,1627.0
Gampsonyx swainsonii,Accipitridae,Accipitriformes,16.2,7.1,8.4,26.0,147.7,36.5,97.9,92.9,Forest,Carnivore,Vertivore,Insessorial,1.0,10266134.72,-27.6,13.9,-56.23,-8.71,26.061552047729492,55.25993728637695,34.72774887084961,18.90825080871582,2163.0
Geranoaetus albicaudatus,Accipitridae,Accipitriformes,37.4,13.8,16.4,87.3,427.0,34.8,199.0,885.0,Grassland,Carnivore,Vertivore,Generalist,1.0,9466789.11,-40.32,29.69,-58.97,-11.82,24.307958602905273,73.06979370117188,32.69900131225586,14.271249771118164,1920.0
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,50.5,15.4,23.0,98.2,496.2,36.6,210.5,2378.6,Shrubland,Carnivore,Vertivore,Aerial,1.0,6807951.84,-55.98,9.54,-60.94,-27.4,20.81553077697754,450.38629150390625,33.396751403808594,7.992000102996826,974.0
Geranoaetus polyosoma,Accipitridae,Accipitriformes,36.3,13.0,18.3,83.4,402.0,38.1,192.8,782.6,Shrubland,Carnivore,Vertivore,Aerial,2.0,3165493.22,-55.98,6.3,-70.13,-31.98,-4.257874965667725,378.7496337890625,6.010250091552734,-13.59375,325.0
Geranospiza caerulescens,Accipitridae,Accipitriformes,25.9,9.6,12.9,71.7,269.1,24.4,211.4,302.5,Woodland,Carnivore,Vertivore,Insessorial,1.0,14333669.12,-33.91,28.85,-60.96,-6.64,26.746665954589844,33.23055648803711,33.36275100708008,20.437999725341797,2540.0
Gypaetus barbatus,Accipitridae,Accipitriformes,78.2,20.8,28.1,103.6,760.6,49.5,468.0,5695.0,Rock,Scavenger,Scavenger,Terrestrial,2.0,8369572.33,-31.4,51.5,76.41,34.75,-4.445614337921143,1008.152587890625,14.625499725341797,-23.96725082397461,109.0
Gypohierax angolensis,Accipitridae,Accipitriformes,57.5,14.1,23.3,77.3,419.0,30.0,196.8,1600.0,Forest,Herbivore,Frugivore,Insessorial,1.0,9715580.32,-32.46,15.3,16.99,-1.17,25.477489471435547,45.33192443847656,30.809249877929688,20.321250915527344,1670.0
Gyps africanus,Accipitridae,Accipitriformes,61.3,20.5,30.5,95.7,578.4,39.2,224.6,5433.0,Shrubland,Scavenger,Scavenger,Terrestrial,1.0,10465544.7,-30.05,17.01,23.47,-2.52,24.16103172302246,43.05885314941406,29.793498992919922,18.451250076293945,1676.0
Gyps bengalensis,Accipitridae,Accipitriformes,64.6,22.7,32.5,99.1,551.6,38.8,213.8,4385.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,3047965.15,11.3,34.17,83.33,23.99,24.996530532836914,560.7398071289062,40.375999450683594,9.646749496459961,1172.0
Gyps coprotheres,Accipitridae,Accipitriformes,81.2,24.9,36.5,104.2,687.2,37.5,269.4,8177.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,671208.3,-34.81,-20.54,27.73,-27.31,16.240520477294922,485.0001525878906,28.184999465942383,-1.3890000581741333,643.0
Gyps fulvus,Accipitridae,Accipitriformes,78.8,23.8,33.8,109.9,687.2,39.2,291.2,7436.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,3487541.03,13.36,49.36,52.81,36.3,16.627988815307617,784.4076538085938,31.28700065612793,1.9665000438690186,591.0
Gyps himalayensis,Accipitridae,Accipitriformes,82.5,23.5,34.0,115.6,759.8,35.5,339.0,9798.0,Rock,Scavenger,Scavenger,Terrestrial,1.0,3859146.13,24.19,48.88,88.99,34.8,-5.171968936920166,927.9832763671875,13.152250289916992,-25.005250930786133,215.0
Gyps indicus,Accipitridae,Accipitriformes,71.3,20.5,29.7,99.7,585.6,38.3,235.2,5515.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,1117987.16,11.04,30.71,77.41,23.08,25.750125885009766,493.5765380859375,41.99625015258789,11.135000228881836,1205.0
Gyps rueppelli,Accipitridae,Accipitriformes,77.9,23.0,32.5,105.7,627.8,37.6,235.8,7400.0,Grassland,Scavenger,Scavenger,Terrestrial,1.0,6445230.81,-9.55,19.65,20.78,9.89,27.367708206176758,199.79296875,39.40175247192383,14.847249984741211,878.0
Gyps tenuirostris,Accipitridae,Accipitriformes,75.6,20.0,29.1,104.1,592.2,37.2,217.2,5515.0,Woodland,Scavenger,Scavenger,Terrestrial,1.0,705181.48,11.48,29.26,93.19,24.18,20.815792083740234,353.50579833984375,28.352500915527344,8.588250160217285,1676.0
Haliaeetus albicilla,Accipitridae,Accipitriformes,74.1,22.9,33.9,95.0,599.5,38.0,294.2,4729.3,Rock,Carnivore,Aquatic predator,Aerial,2.0,17404346.92,36.21,73.65,91.01,59.89,-3.337937355041504,1462.0064697265625,24.217750549316406,-28.15825080871582,563.0
Haliaeetus leucocephalus,Accipitridae,Accipitriformes,76.0,24.0,34.1,81.7,601.8,41.4,294.0,4700.6,Wetland,Carnivore,Omnivore,Generalist,3.0,9351853.96,24.3,69.43,-113.86,54.57,1.2839374542236328,1177.4217529296875,21.91699981689453,-23.256000518798828,518.0
Haliaeetus leucoryphus,Accipitridae,Accipitriformes,63.6,19.3,28.3,95.3,566.6,42.8,290.3,2885.9,Wetland,Carnivore,Aquatic predator,Aerial,3.0,533825.64,19.59,32.57,85.7,27.12,22.337322235107422,499.65362548828125,32.32550048828125,7.709000110626221,1734.0
Haliaeetus vocifer,Accipitridae,Accipitriformes,58.4,16.8,25.1,88.2,548.2,33.5,228.0,3400.0,Wetland,Carnivore,Aquatic predator,Insessorial,1.0,15637883.11,-34.84,18.6,20.97,-0.96,25.055156707763672,51.07156753540039,30.840499877929688,19.7185001373291,2100.0
Haliaeetus vociferoides,Accipitridae,Accipitriformes,57.0,16.6,25.1,93.3,487.2,31.9,236.8,3000.0,Woodland,Carnivore,Aquatic predator,Insessorial,1.0,52761.99,-22.02,-11.95,45.57,-17.15,23.864530563354492,157.40777587890625,32.39099884033203,13.17924976348877,1496.0
Haliastur sphenurus,Accipitridae,Accipitriformes,40.0,13.1,18.2,58.8,407.4,45.6,264.0,753.0,Wetland,Carnivore,Omnivore,Aerial,1.0,5565646.93,-39.24,-1.47,137.2,-23.9,23.383729934692383,647.3555908203125,39.403751373291016,5.562749862670898,181.0
Hamirostra melanosternon,Accipitridae,Accipitriformes,40.1,12.7,16.3,53.0,472.6,52.0,233.0,1196.0,Woodland,Carnivore,Vertivore,Aerial,2.0,5297941.74,-38.14,-9.94,133.35,-23.36,21.413198471069336,613.9603271484375,36.353248596191406,4.390250205993652,336.0
Harpagus bidentatus,Accipitridae,Accipitriformes,23.7,11.3,13.5,43.1,210.3,29.6,161.1,215.3,Forest,Carnivore,Invertivore,Insessorial,1.0,8976331.27,-23.38,21.29,-63.34,-2.54,26.390249252319336,25.144311904907227,31.434499740600586,21.476499557495117,2655.0
Harpagus diodon,Accipitridae,Accipitriformes,23.2,10.7,13.5,34.2,201.4,30.8,158.6,200.0,Forest,Carnivore,Invertivore,Insessorial,3.0,2345332.63,-30.93,-11.78,-50.61,-21.13,22.495677947998047,250.85523986816406,30.381999969482422,11.633000373840332,1171.0
Harpia harpyja,Accipitridae,Accipitriformes,70.8,17.2,36.4,102.4,569.5,47.9,442.0,4800.0,Forest,Carnivore,Vertivore,Insessorial,1.0,11064295.35,-30.4,19.09,-56.95,-8.03,25.288896560668945,43.33383560180664,33.94649887084961,17.603750228881836,2177.0
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,60.0,18.2,33.2,133.8,426.2,16.9,377.0,1959.6,Forest,Carnivore,Vertivore,Insessorial,1.0,730591.98,-10.7,-0.34,140.92,-5.26,24.03447914123535,63.749847412109375,29.366249084472656,18.82175064086914,4826.0
Helicolestes hamatus,Accipitridae,Accipitriformes,34.8,10.9,11.6,46.0,290.3,22.3,125.5,425.5,Forest,Carnivore,Invertivore,Insessorial,1.0,2374863.31,-16.03,10.67,-65.26,-3.11,26.619688034057617,26.39432144165039,31.972749710083008,21.67275047302246,3078.0
Henicopernis infuscatus,Accipitridae,Accipitriformes,30.8,10.1,15.3,41.4,337.0,37.7,253.0,571.2,Forest,Carnivore,Invertivore,Generalist,1.0,33424.21,-6.32,-4.14,150.66,-5.47,26.058927536010742,37.05557632446289,30.26530647277832,21.959182739257812,3734.0
Henicopernis longicauda,Accipitridae,Accipitriformes,31.7,11.2,14.3,50.4,394.6,39.4,301.4,571.2,Forest,Carnivore,Invertivore,Generalist,1.0,750041.01,-10.73,0.04,140.86,-5.35,25.571407318115234,75.36783599853516,31.078500747680664,20.194000244140625,5278.0
Hieraaetus ayresii,Accipitridae,Accipitriformes,33.5,11.7,17.8,68.2,383.5,34.2,210.0,806.1,Woodland,Carnivore,Vertivore,Aerial,1.0,5863148.99,-21.33,14.04,29.21,-5.21,23.404468536376953,53.54969024658203,28.81399917602539,17.040000915527344,1134.0
Hieraaetus morphnoides,Accipitridae,Accipitriformes,35.7,10.9,18.1,54.5,364.8,44.9,205.2,775.1,Forest,Carnivore,Vertivore,Generalist,1.0,7265023.22,-39.14,-10.7,134.65,-25.34,21.87268829345703,657.188720703125,37.894248962402344,4.937250137329102,175.0
Hieraaetus pennatus,Accipitridae,Accipitriformes,33.8,10.1,17.0,65.3,361.8,42.0,198.0,823.8,Forest,Carnivore,Vertivore,Generalist,3.0,6138248.03,-34.84,57.55,55.17,42.1,12.341020584106445,1196.7301025390625,36.062747955322266,-7.56374979019165,123.0
Hieraaetus wahlbergi,Accipitridae,Accipitriformes,39.3,12.1,17.4,71.1,413.8,42.6,216.8,640.0,Shrubland,Carnivore,Vertivore,Insessorial,1.0,9578321.34,-29.95,18.69,23.1,-4.41,24.48392677307129,38.92894744873047,30.40974998474121,18.6200008392334,1595.0
Hieraaetus weiskei,Accipitridae,Accipitriformes,30.4,10.0,17.0,55.0,337.0,33.5,172.0,775.1,Forest,Carnivore,Vertivore,Generalist,1.0,665554.04,-10.77,-0.34,141.06,-5.34,25.27549934387207,72.71216583251953,30.79425048828125,19.850000381469727,5355.0
Icthyophaga humilis,Accipitridae,Accipitriformes,49.5,13.6,18.6,63.0,353.2,33.1,182.8,782.0,Wetland,Carnivore,Aquatic predator,Insessorial,1.0,2763882.32,-6.5,31.96,104.74,9.46,27.058332443237305,90.63655853271484,32.69091033935547,21.872726440429688,2299.0
Ictinia mississippiensis,Accipitridae,Accipitriformes,23.0,11.0,12.3,37.0,291.8,53.6,150.2,276.0,Woodland,Carnivore,Invertivore,Generalist,3.0,824795.96,28.86,42.56,-92.91,33.57,16.94562530517578,791.1861572265625,33.56850051879883,-0.3622500002384186,1313.0
Ictinia plumbea,Accipitridae,Accipitriformes,23.9,10.8,13.4,33.2,285.6,41.8,134.8,249.9,Forest,Carnivore,Invertivore,Generalist,1.0,12719722.18,-29.27,23.69,-60.39,-7.01,26.41221809387207,33.426143646240234,33.333251953125,19.614999771118164,2424.0
Kaupifalco monogrammicus,Accipitridae,Accipitriformes,29.3,10.1,12.8,53.1,217.4,32.4,142.6,278.9,Woodland,Carnivore,Invertivore,Insessorial,1.0,13079368.52,-29.27,17.06,19.34,-0.96,25.472105026245117,59.87758255004883,31.409250259399414,20.073749542236328,1995.0
Leptodon cayanensis,Accipitridae,Accipitriformes,33.9,11.5,16.0,38.5,302.8,18.8,221.8,474.0,Forest,Carnivore,Omnivore,Insessorial,1.0,12071802.08,-28.62,21.61,-60.36,-6.35,26.873260498046875,34.078529357910156,33.354251861572266,20.661500930786133,2421.0
Leptodon forbesi,Accipitridae,Accipitriformes,36.2,12.2,17.4,43.1,316.2,28.5,233.4,577.0,Forest,Carnivore,Omnivore,Insessorial,1.0,52831.24,-12.53,-6.37,-35.99,-8.94,21.769895553588867,137.14498901367188,27.761249542236328,16.43199920654297,1484.0
Leucopternis kuhli,Accipitridae,Accipitriformes,30.4,11.4,15.0,56.2,207.6,25.8,148.6,352.1,Forest,Carnivore,Vertivore,Insessorial,1.0,2375316.62,-15.21,-0.54,-63.49,-7.38,25.93608283996582,40.4610595703125,33.010498046875,18.93199920654297,2250.0
Leucopternis melanops,Accipitridae,Accipitriformes,29.6,11.1,15.3,56.5,210.8,28.9,130.0,312.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2570861.92,-4.35,8.65,-62.88,1.4,26.683135986328125,47.162506103515625,32.34600067138672,21.400249481201172,2073.0
Lophaetus occipitalis,Accipitridae,Accipitriformes,46.6,11.1,17.4,93.3,373.6,31.3,201.4,1067.0,Forest,Carnivore,Vertivore,Insessorial,1.0,14031980.87,-34.44,17.44,20.97,-0.17,25.436281204223633,51.25834274291992,31.436250686645508,20.177749633789062,2125.0
Lophoictinia isura,Accipitridae,Accipitriformes,45.2,15.1,18.6,71.6,471.2,48.1,224.2,579.4,Forest,Carnivore,Vertivore,Aerial,1.0,1100971.0,-37.8,-17.67,146.84,-27.71,21.000802993774414,614.4401245117188,35.60850143432617,5.30649995803833,412.0
Macheiramphus alcinus,Accipitridae,Accipitriformes,45.1,9.0,12.7,54.2,360.2,49.0,189.8,650.0,Forest,Carnivore,Vertivore,Aerial,1.0,13573105.09,-26.98,16.64,34.41,-4.02,22.598812103271484,111.61384582519531,30.355998992919922,14.509249687194824,729.0
Megatriorchis doriae,Accipitridae,Accipitriformes,35.1,11.6,16.7,80.0,290.5,26.0,257.5,1000.0,Forest,Carnivore,Vertivore,Insessorial,1.0,599836.92,-10.73,-0.34,141.12,-5.34,25.27549934387207,72.71216583251953,30.79425048828125,19.850000381469727,5355.0
Melierax canorus,Accipitridae,Accipitriformes,33.5,11.1,23.8,100.6,353.0,39.7,230.0,663.3,Shrubland,Carnivore,Vertivore,Generalist,1.0,2246754.63,-34.84,-16.27,21.47,-25.28,21.183855056762695,539.71533203125,34.95750045776367,2.9200000762939453,281.0
